ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_004300	D	ACP1	acid phosphatase 1, soluble	Cytoplasm	phosphatase	 	
NM_001040649	D	ACP1	acid phosphatase 1, soluble	Cytoplasm	phosphatase	 	
NR_024080	D	ACP1	acid phosphatase 1, soluble	Cytoplasm	phosphatase	 	
NM_001111036	D	ACP5	acid phosphatase 5, tartrate resistant	Cytoplasm	phosphatase	 	
NM_001111035	D	ACP5	acid phosphatase 5, tartrate resistant	Cytoplasm	phosphatase	 	
NM_001111034	D	ACP5	acid phosphatase 5, tartrate resistant	Cytoplasm	phosphatase	 	
NM_001611	D	ACP5	acid phosphatase 5, tartrate resistant	Cytoplasm	phosphatase	 	
NM_016361	 	ACP6	acid phosphatase 6, lysophosphatidic	Cytoplasm	phosphatase	 	
NM_001004318	 	ACP7	acid phosphatase 7, tartrate resistant (putative)	Other	enzyme	 	
NM_001099	D	ACPP	acid phosphatase, prostate	Extracellular Space	phosphatase	 	
NM_001134194	D	ACPP	acid phosphatase, prostate	Extracellular Space	phosphatase	 	
NM_001292037	D	ACPP	acid phosphatase, prostate	Extracellular Space	phosphatase	 	
NM_001097	 	ACR	acrosin	Extracellular Space	peptidase	 	
NM_032489	 	ACRBP	acrosin binding protein	Extracellular Space	other	 	
NM_052957	 	ACRC	acidic repeat containing	Other	other	 	
NM_020108	D	ACRV1	acrosomal vesicle protein 1	Cytoplasm	other	 	
NM_020107	D	ACRV1	acrosomal vesicle protein 1	Cytoplasm	other	 	
NM_001612	D	ACRV1	acrosomal vesicle protein 1	Cytoplasm	other	 	
NM_020069	D	ACRV1	acrosomal vesicle protein 1	Cytoplasm	other	 	
NR_110232	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_001288968	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_001288969	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_001288971	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_001288970	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_001288972	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NM_025149	D	ACSF2	acyl-CoA synthetase family member 2	Cytoplasm	enzyme	 	
NR_104293	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NM_001284316	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NR_045667	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NM_174917	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NM_001127214	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NM_001243279	D	ACSF3	acyl-CoA synthetase family member 3	Cytoplasm	enzyme	 	
NM_001286708	D	ACSL1	acyl-CoA synthetase long-chain family member 1	Cytoplasm	enzyme	 	
NM_001286712	D	ACSL1	acyl-CoA synthetase long-chain family member 1	Cytoplasm	enzyme	 	
NM_001286711	D	ACSL1	acyl-CoA synthetase long-chain family member 1	Cytoplasm	enzyme	 	
NM_001286710	D	ACSL1	acyl-CoA synthetase long-chain family member 1	Cytoplasm	enzyme	 	
NM_001995	D	ACSL1	acyl-CoA synthetase long-chain family member 1	Cytoplasm	enzyme	 	
NM_203372	D	ACSL3	acyl-CoA synthetase long-chain family member 3	Cytoplasm	enzyme	 	
NM_004457	D	ACSL3	acyl-CoA synthetase long-chain family member 3	Cytoplasm	enzyme	 	
NM_001318510	D	ACSL4	acyl-CoA synthetase long-chain family member 4	Cytoplasm	enzyme	 	
NM_022977	D	ACSL4	acyl-CoA synthetase long-chain family member 4	Cytoplasm	enzyme	 	
NM_001318509	D	ACSL4	acyl-CoA synthetase long-chain family member 4	Cytoplasm	enzyme	 	
NM_004458	D	ACSL4	acyl-CoA synthetase long-chain family member 4	Cytoplasm	enzyme	 	
NM_203379	D	ACSL5	acyl-CoA synthetase long-chain family member 5	Cytoplasm	enzyme	 	
NM_203380	D	ACSL5	acyl-CoA synthetase long-chain family member 5	Cytoplasm	enzyme	 	
NM_016234	D	ACSL5	acyl-CoA synthetase long-chain family member 5	Cytoplasm	enzyme	 	
NM_001205247	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NM_001205248	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NM_001009185	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NM_001205251	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NM_001205250	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NM_015256	D	ACSL6	acyl-CoA synthetase long-chain family member 6	Cytoplasm	enzyme	 	
NR_134918	D	ACSM1	acyl-CoA synthetase medium-chain family member 1	Cytoplasm	enzyme	 	
NM_052956	D	ACSM1	acyl-CoA synthetase medium-chain family member 1	Cytoplasm	enzyme	 	
NM_001318890	D	ACSM1	acyl-CoA synthetase medium-chain family member 1	Cytoplasm	enzyme	 	
NM_001308954	D	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Cytoplasm	enzyme	 	
NM_001308169	D	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Cytoplasm	enzyme	 	
NM_001308172	D	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Cytoplasm	enzyme	 	
NM_001105069	D	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Cytoplasm	enzyme	 	
NM_182617	D	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Cytoplasm	enzyme	 	
NM_202000	D	ACSM3	acyl-CoA synthetase medium-chain family member 3	Cytoplasm	enzyme	 	
NM_005622	D	ACSM3	acyl-CoA synthetase medium-chain family member 3	Cytoplasm	enzyme	 	
NM_001080454	 	ACSM4	acyl-CoA synthetase medium-chain family member 4	Cytoplasm	enzyme	 	
NM_017888	 	ACSM5	acyl-CoA synthetase medium-chain family member 5	Other	enzyme	 	
NM_207321	 	ACSM6	acyl-CoA synthetase medium-chain family member 6	Other	other	 	
NM_001076552	D	ACSS2	acyl-CoA synthetase short-chain family member 2	Cytoplasm	enzyme	 	
NM_018677	D	ACSS2	acyl-CoA synthetase short-chain family member 2	Cytoplasm	enzyme	 	
NM_001242393	D	ACSS2	acyl-CoA synthetase short-chain family member 2	Cytoplasm	enzyme	 	
NM_001100	 	ACTA1	actin, alpha 1, skeletal muscle	Cytoplasm	other	 	
NM_001141945	D	ACTA2	actin, alpha 2, smooth muscle, aorta	Cytoplasm	other	 	
NM_001613	D	ACTA2	actin, alpha 2, smooth muscle, aorta	Cytoplasm	other	 	
NR_125373	 	ACTA2-AS1	ACTA2 antisense RNA 1	Other	other	 	
NM_001101	 	ACTB	actin, beta	Cytoplasm	other	 	
NM_001017992	 	ACTBL2	actin, beta-like 2	Nucleus	other	 	
NM_005159	 	ACTC1	actin, alpha, cardiac muscle 1	Cytoplasm	enzyme	 	
NM_001199954	D	ACTG1	actin gamma 1	Cytoplasm	other	 	
NR_037688	D	ACTG1	actin gamma 1	Cytoplasm	other	 	
NM_001614	D	ACTG1	actin gamma 1	Cytoplasm	other	 	
NR_036446	 	ACTG1P17	actin gamma 1 pseudogene 17	Other	other	 	
NR_033926	 	ACTG1P20	actin gamma 1 pseudogene 20	Other	other	 	
NR_024438	 	ACTG1P4	actin gamma 1 pseudogene 4	Other	other	 	
NM_001024675	 	ACTL10	actin like 10	Extracellular Space	other	 	
NR_134539	D	ACTL6B	actin like 6B	Nucleus	other	 	
NM_016188	D	ACTL6B	actin like 6B	Nucleus	other	 	
NM_006687	 	ACTL7A	actin like 7A	Nucleus	other	 	
NM_178525	 	ACTL9	actin like 9	Other	other	 	
NR_073422	 	ACTN1-AS1	ACTN1 antisense RNA 1	Other	other	 	
NM_001278343	D	ACTN2	actinin, alpha 2	Nucleus	transcription regulator	 	
NM_001278344	D	ACTN2	actinin, alpha 2	Nucleus	transcription regulator	 	
NM_001103	D	ACTN2	actinin, alpha 2	Nucleus	transcription regulator	 	
NR_047663	D	ACTN3	actinin, alpha 3 (gene/pseudogene)	Plasma Membrane	other	 	
NM_001104	D	ACTN3	actinin, alpha 3 (gene/pseudogene)	Plasma Membrane	other	 	
NM_001258371	D	ACTN3	actinin, alpha 3 (gene/pseudogene)	Plasma Membrane	other	 	
NM_004924	 	ACTN4	actinin, alpha 4	Cytoplasm	transcription regulator	 	
NM_005735	 	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	Cytoplasm	other	 	
NM_001040135	D	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Cytoplasm	other	 	
NR_073000	D	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Cytoplasm	other	 	
NR_073001	D	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Cytoplasm	other	 	
NM_020445	D	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Cytoplasm	other	 	
NR_027714	 	ACTR3BP2	ACTR3B pseudogene 2	Other	other	 	
NR_045000	 	ACTR3BP5	ACTR3B pseudogene 5	Other	other	 	
NM_001164459	D	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	Cytoplasm	other	 	
NM_001164458	D	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	Cytoplasm	other	 	
NM_024855	 	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	Nucleus	other	 	
NR_048569	D	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	Nucleus	transporter	 	
NR_048568	D	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	Nucleus	transporter	 	
NM_022496	D	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	Nucleus	transporter	 	
NM_022899	 	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	Nucleus	other	 	
NM_138289	 	ACTRT1	actin-related protein T1	Cytoplasm	other	 	
NM_080431	 	ACTRT2	actin related protein T2	Other	other	 	
NM_032487	 	ACTRT3	actin-related protein T3	Nucleus	other	 	
NM_001111033	D	ACVR1C	activin A receptor type IC	Plasma Membrane	kinase	 	
NM_001111032	D	ACVR1C	activin A receptor type IC	Plasma Membrane	kinase	 	
NM_001111031	D	ACVR1C	activin A receptor type IC	Plasma Membrane	kinase	 	
NM_145259	D	ACVR1C	activin A receptor type IC	Plasma Membrane	kinase	 	
NM_001077401	D	ACVRL1	activin A receptor type IL	Plasma Membrane	kinase	PF-3446962, P7170	
NM_000020	D	ACVRL1	activin A receptor type IL	Plasma Membrane	kinase	PF-3446962, P7170	
NM_001198898	D	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
NM_001198896	D	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
NM_001198897	D	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
NM_001198895	D	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
NM_000666	D	ACY1	aminoacylase 1	Cytoplasm	peptidase	 	
NM_138448	 	ACYP2	acylphosphatase 2, muscle type	Cytoplasm	enzyme	 	
NM_139174	D	ADAD2	adenosine deaminase domain containing 2	Other	other	 	
NM_001145400	D	ADAD2	adenosine deaminase domain containing 2	Other	other	 	
NM_001012969	D	ADAL	adenosine deaminase-like	Cytoplasm	enzyme	 	
NM_001159280	D	ADAL	adenosine deaminase-like	Cytoplasm	enzyme	 	
NM_001110	 	ADAM10	ADAM metallopeptidase domain 10	Plasma Membrane	peptidase	 	
NM_001318933	D	ADAM11	ADAM metallopeptidase domain 11	Plasma Membrane	peptidase	 	
NM_002390	D	ADAM11	ADAM metallopeptidase domain 11	Plasma Membrane	peptidase	 	
NM_001288974	D	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
NM_003474	D	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
NM_021641	D	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
NM_001288975	D	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
NM_001288973	D	ADAM12	ADAM metallopeptidase domain 12	Plasma Membrane	peptidase	 	
NM_001261466	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_001261464	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_001261465	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_003815	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_207191	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_207196	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_207197	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_207194	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_207195	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NR_048578	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NR_048579	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NR_048577	D	ADAM15	ADAM metallopeptidase domain 15	Plasma Membrane	peptidase	 	
NM_003183	 	ADAM17	ADAM metallopeptidase domain 17	Plasma Membrane	peptidase	 	
NM_014237	D	ADAM18	ADAM metallopeptidase domain 18	Plasma Membrane	peptidase	 	
NM_001190956	D	ADAM18	ADAM metallopeptidase domain 18	Plasma Membrane	peptidase	 	
NR_036636	 	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Other	other	 	
NM_003814	 	ADAM20	ADAM metallopeptidase domain 20	Plasma Membrane	peptidase	 	
NM_003813	 	ADAM21	ADAM metallopeptidase domain 21	Plasma Membrane	peptidase	 	
NR_003951	 	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Other	other	 	
NM_021721	D	ADAM22	ADAM metallopeptidase domain 22	Plasma Membrane	peptidase	 	
NM_004194	D	ADAM22	ADAM metallopeptidase domain 22	Plasma Membrane	peptidase	 	
NM_003812	 	ADAM23	ADAM metallopeptidase domain 23	Plasma Membrane	peptidase	 	
NM_001304351	D	ADAM28	ADAM metallopeptidase domain 28	Plasma Membrane	peptidase	 	
NM_014265	D	ADAM28	ADAM metallopeptidase domain 28	Plasma Membrane	peptidase	 	
NM_021777	D	ADAM28	ADAM metallopeptidase domain 28	Plasma Membrane	peptidase	 	
NR_130709	D	ADAM28	ADAM metallopeptidase domain 28	Plasma Membrane	peptidase	 	
NR_130710	D	ADAM28	ADAM metallopeptidase domain 28	Plasma Membrane	peptidase	 	
NM_001130703	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_001278126	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_001278125	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_001278127	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_014269	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_001130704	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_001130705	D	ADAM29	ADAM metallopeptidase domain 29	Plasma Membrane	peptidase	 	
NM_021794	 	ADAM30	ADAM metallopeptidase domain 30	Plasma Membrane	peptidase	 	
NM_025220	D	ADAM33	ADAM metallopeptidase domain 33	Plasma Membrane	peptidase	 	
NM_001282447	D	ADAM33	ADAM metallopeptidase domain 33	Plasma Membrane	peptidase	 	
NM_153202	D	ADAM33	ADAM metallopeptidase domain 33	Plasma Membrane	peptidase	 	
NR_073423	D	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Other	other	 	
NR_001569	D	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Other	other	 	
NR_024107	D	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Other	other	 	
NR_024106	D	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Other	other	 	
NR_001448	 	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Other	other	 	
NR_002224	 	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Other	other	 	
NM_003817	 	ADAM7	ADAM metallopeptidase domain 7	Plasma Membrane	peptidase	 	
NM_001109	D	ADAM8	ADAM metallopeptidase domain 8	Plasma Membrane	peptidase	 	
NM_001164490	D	ADAM8	ADAM metallopeptidase domain 8	Plasma Membrane	peptidase	 	
NM_001164489	D	ADAM8	ADAM metallopeptidase domain 8	Plasma Membrane	peptidase	 	
NM_006988	 	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Extracellular Space	peptidase	 	
NM_030957	D	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Extracellular Space	peptidase	 	
NM_001282352	D	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Extracellular Space	peptidase	 	
NM_030955	 	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Extracellular Space	peptidase	 	
NR_024514	D	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Extracellular Space	peptidase	 	
NM_139026	D	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Extracellular Space	peptidase	 	
NM_139027	D	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Extracellular Space	peptidase	 	
NM_139025	D	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Extracellular Space	peptidase	 	
NM_080722	D	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Extracellular Space	peptidase	 	
NM_139155	D	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Extracellular Space	peptidase	 	
NM_139055	 	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Extracellular Space	peptidase	 	
NM_139056	 	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Extracellular Space	other	 	
NM_139057	 	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Extracellular Space	other	 	
NM_199355	 	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Extracellular Space	peptidase	 	
NM_133638	 	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Extracellular Space	peptidase	 	
NR_125748	 	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Other	other	 	
NM_021599	D	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Extracellular Space	peptidase	 	
NM_014244	D	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Extracellular Space	peptidase	 	
NM_007038	 	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Extracellular Space	peptidase	 	
NM_014272	 	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Extracellular Space	peptidase	 	
NM_007037	 	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Extracellular Space	peptidase	 	
NM_182920	D	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Extracellular Space	peptidase	 	
NM_001318781	D	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Extracellular Space	peptidase	 	
NR_110150	D	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Other	other	 	
NR_110151	D	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Other	other	 	
NM_001040272	D	ADAMTSL1	ADAMTS like 1	Extracellular Space	other	 	
NM_052866	D	ADAMTSL1	ADAMTS like 1	Extracellular Space	other	 	
NM_001145320	D	ADAMTSL2	ADAMTS like 2	Extracellular Space	other	 	
NM_014694	D	ADAMTSL2	ADAMTS like 2	Extracellular Space	other	 	
NM_001301110	D	ADAMTSL3	ADAMTS like 3	Other	other	 	
NM_207517	D	ADAMTSL3	ADAMTS like 3	Other	other	 	
NM_019032	D	ADAMTSL4	ADAMTS like 4	Extracellular Space	other	 	
NM_001288607	D	ADAMTSL4	ADAMTS like 4	Extracellular Space	other	 	
NM_001288608	D	ADAMTSL4	ADAMTS like 4	Extracellular Space	other	 	
NM_025008	D	ADAMTSL4	ADAMTS like 4	Extracellular Space	other	 	
NR_104133	 	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Other	other	 	
NM_213604	 	ADAMTSL5	ADAMTS like 5	Extracellular Space	other	 	
NM_001284311	D	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
NM_001284310	D	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
NM_006869	D	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
NM_001284308	D	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
NM_001284309	D	ADAP1	ArfGAP with dual PH domains 1	Nucleus	other	 	
NM_018404	 	ADAP2	ArfGAP with dual PH domains 2	Cytoplasm	other	 	
NM_001111	D	ADAR	adenosine deaminase, RNA-specific	Nucleus	enzyme	 	
NM_001025107	D	ADAR	adenosine deaminase, RNA-specific	Nucleus	enzyme	 	
NM_001193495	D	ADAR	adenosine deaminase, RNA-specific	Nucleus	enzyme	 	
NM_015841	D	ADAR	adenosine deaminase, RNA-specific	Nucleus	enzyme	 	
NM_015840	D	ADAR	adenosine deaminase, RNA-specific	Nucleus	enzyme	 	
NM_018702	 	ADARB2	adenosine deaminase, RNA-specific, B2 (inactive)	Nucleus	enzyme	 	
NR_033387	 	ADARB2-AS1	ADARB2 antisense RNA 1	Other	other	 	
NR_036460	D	ADAT1	adenosine deaminase, tRNA-specific 1	Other	enzyme	 	
NM_012091	D	ADAT1	adenosine deaminase, tRNA-specific 1	Other	enzyme	 	
NM_138422	 	ADAT3	adenosine deaminase, tRNA-specific 3	Nucleus	enzyme	 	
NM_052853	 	ADCK2	aarF domain containing kinase 2	Cytoplasm	kinase	 	
NM_020247	 	ADCK3	aarF domain containing kinase 3	Cytoplasm	kinase	 	
NM_001142555	D	ADCK4	aarF domain containing kinase 4	Cytoplasm	kinase	 	
NM_024876	D	ADCK4	aarF domain containing kinase 4	Cytoplasm	kinase	 	
NM_174922	 	ADCK5	aarF domain containing kinase 5	Cytoplasm	kinase	 	
NM_001167749	D	ADCY10	adenylate cyclase 10 (soluble)	Cytoplasm	enzyme	 	
NM_001297772	D	ADCY10	adenylate cyclase 10 (soluble)	Cytoplasm	enzyme	 	
NM_018417	D	ADCY10	adenylate cyclase 10 (soluble)	Cytoplasm	enzyme	 	
NR_026938	 	ADCY10P1	adenylate cyclase 10 (soluble) pseudogene 1	Other	other	 	
NM_004036	 	ADCY3	adenylate cyclase 3	Plasma Membrane	enzyme	 	
NM_001198592	D	ADCY4	adenylate cyclase 4	Plasma Membrane	enzyme	 	
NM_001198568	D	ADCY4	adenylate cyclase 4	Plasma Membrane	enzyme	 	
NM_139247	D	ADCY4	adenylate cyclase 4	Plasma Membrane	enzyme	 	
NM_001114	 	ADCY7	adenylate cyclase 7	Plasma Membrane	enzyme	 	
NM_001115	 	ADCY8	adenylate cyclase 8 (brain)	Plasma Membrane	enzyme	 	
NM_001116	 	ADCY9	adenylate cyclase 9	Plasma Membrane	enzyme	 	
NM_001117	D	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	Extracellular Space	other	 	
NM_001099733	D	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	Extracellular Space	other	 	
NM_001118	D	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	Plasma Membrane	G-protein coupled receptor	 	
NM_001199637	D	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	Plasma Membrane	G-protein coupled receptor	 	
