ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_000024	 	ADRB2	adrenoceptor beta 2	Plasma Membrane	G-protein coupled receptor	articaine/epinephrine, bupivacaine/epinephrine, carteolol, dipivefrin, meluadrine, epinephrine/prilocaine, epinephrine/lidocaine, bedoradrine, KUL 7211, celiprolol, arformoterol, indacaterol, myogane, budesonide/formoterol, nebivolol, vilanterol, olodaterol, formoterol/mometasone furoate, glycopyrrolate/indacaterol, fluticasone furoate/vilanterol, latanoprost/timolol, umeclidinium/vilanterol, epinephrine/methotrexate, olodaterol/tiotropium, fluticasone/salmeterol, albuterol/ipratropium, carvedilol, ephedrine, guanethidine, levalbuterol, propranolol, pindolol, esmolol, metoprolol, alprenolol, salmeterol, dorzolamide/timolol, fluoxetine/olanzapine, guanadrel, bendroflumethiazide/nadolol, isoxsuprine, hydrochlorothiazide/propranolol, hydrochlorothiazide/timolol, isoproterenol, sotalol, bambuterol, nadolol, timolol, isoetharine, ritodrine, olanzapine, venlafaxine, labetalol, formoterol, bitolterol, albuterol, terbutaline, procaterol, pirbuterol, clenbuterol, fenoterol, norepinephrine, metaproterenol sulfate, epinephrine, dobutamine, droxidopa, arbutamine	
NM_022767	 	AEN	apoptosis enhancing nuclease	Nucleus	enzyme	 	
NM_002025	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_001169122	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_001170628	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_001169124	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_001169125	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_001169123	D	AFF2	AF4/FMR2 family member 2	Nucleus	other	 	
NM_002285	D	AFF3	AF4/FMR2 family member 3	Nucleus	transcription regulator	 	
NM_001025108	D	AFF3	AF4/FMR2 family member 3	Nucleus	transcription regulator	 	
NM_001133	 	AFM	afamin	Extracellular Space	transporter	 	
NM_001134	 	AFP	alpha fetoprotein	Extracellular Space	transporter	 	
NM_014914	D	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Cytoplasm	enzyme	 	
NM_001244888	D	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Cytoplasm	enzyme	 	
NM_001037131	D	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	Cytoplasm	enzyme	 	
NM_001276343	D	AGAP6 (includes others)	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Other	other	 	
NM_001291379	D	AGAP6 (includes others)	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Other	other	 	
NM_133446	D	AGAP6 (includes others)	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Other	other	 	
NM_032785	 	AGBL4	ATP/GTP binding protein-like 4	Cytoplasm	peptidase	 	
NM_004504	D	AGFG1	ArfGAP with FG repeats 1	Nucleus	other	 	
NM_001135189	D	AGFG1	ArfGAP with FG repeats 1	Nucleus	other	 	
NM_001135188	D	AGFG1	ArfGAP with FG repeats 1	Nucleus	other	 	
NM_001135187	D	AGFG1	ArfGAP with FG repeats 1	Nucleus	other	 	
NM_024758	 	AGMAT	agmatinase	Cytoplasm	enzyme	 	
NM_001317123	D	AGO1	argonaute 1, RISC catalytic component	Cytoplasm	translation regulator	 	
NM_001317122	D	AGO1	argonaute 1, RISC catalytic component	Cytoplasm	translation regulator	 	
NM_012199	D	AGO1	argonaute 1, RISC catalytic component	Cytoplasm	translation regulator	 	
NM_177422	D	AGO3	argonaute 3, RISC catalytic component	Cytoplasm	translation regulator	 	
NM_024852	D	AGO3	argonaute 3, RISC catalytic component	Cytoplasm	translation regulator	 	
NM_006412	D	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Cytoplasm	enzyme	 	
NM_001012727	D	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	Cytoplasm	enzyme	 	
NM_003659	 	AGPS	alkylglycerone phosphate synthase	Cytoplasm	enzyme	 	
NM_009585	D	AGTR1	angiotensin II receptor type 1	Plasma Membrane	G-protein coupled receptor	amlodipine/olmesartan medoxomil, olmesartan, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/valsartan, azilsartan, azilsartan kamedoxomil, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aspirin/dipyridamole/telmisartan, clopidogrel/telmisartan, azilsartan medoxomil/chlorthalidone, amlodipine/valsartan, hydrochlorothiazide/losartan, hydrochlorothiazide/valsartan, candesartan, candesartan cilexetil, olmesartan medoxomil, irbesartan, losartan potassium, telmisartan, eprosartan, candesartan cilexetil/hydrochlorothiazide, hydrochlorothiazide/irbesartan, eprosartan/hydrochlorothiazide, hydrochlorothiazide/telmisartan, hydrochlorothiazide/olmesartan medoxomil, valsartan	
NM_032049	D	AGTR1	angiotensin II receptor type 1	Plasma Membrane	G-protein coupled receptor	amlodipine/olmesartan medoxomil, olmesartan, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/valsartan, azilsartan, azilsartan kamedoxomil, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aspirin/dipyridamole/telmisartan, clopidogrel/telmisartan, azilsartan medoxomil/chlorthalidone, amlodipine/valsartan, hydrochlorothiazide/losartan, hydrochlorothiazide/valsartan, candesartan, candesartan cilexetil, olmesartan medoxomil, irbesartan, losartan potassium, telmisartan, eprosartan, candesartan cilexetil/hydrochlorothiazide, hydrochlorothiazide/irbesartan, eprosartan/hydrochlorothiazide, hydrochlorothiazide/telmisartan, hydrochlorothiazide/olmesartan medoxomil, valsartan	
NM_031850	D	AGTR1	angiotensin II receptor type 1	Plasma Membrane	G-protein coupled receptor	amlodipine/olmesartan medoxomil, olmesartan, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/valsartan, azilsartan, azilsartan kamedoxomil, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aspirin/dipyridamole/telmisartan, clopidogrel/telmisartan, azilsartan medoxomil/chlorthalidone, amlodipine/valsartan, hydrochlorothiazide/losartan, hydrochlorothiazide/valsartan, candesartan, candesartan cilexetil, olmesartan medoxomil, irbesartan, losartan potassium, telmisartan, eprosartan, candesartan cilexetil/hydrochlorothiazide, hydrochlorothiazide/irbesartan, eprosartan/hydrochlorothiazide, hydrochlorothiazide/telmisartan, hydrochlorothiazide/olmesartan medoxomil, valsartan	
NM_000685	D	AGTR1	angiotensin II receptor type 1	Plasma Membrane	G-protein coupled receptor	amlodipine/olmesartan medoxomil, olmesartan, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/valsartan, azilsartan, azilsartan kamedoxomil, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aspirin/dipyridamole/telmisartan, clopidogrel/telmisartan, azilsartan medoxomil/chlorthalidone, amlodipine/valsartan, hydrochlorothiazide/losartan, hydrochlorothiazide/valsartan, candesartan, candesartan cilexetil, olmesartan medoxomil, irbesartan, losartan potassium, telmisartan, eprosartan, candesartan cilexetil/hydrochlorothiazide, hydrochlorothiazide/irbesartan, eprosartan/hydrochlorothiazide, hydrochlorothiazide/telmisartan, hydrochlorothiazide/olmesartan medoxomil, valsartan	
NM_004835	D	AGTR1	angiotensin II receptor type 1	Plasma Membrane	G-protein coupled receptor	amlodipine/olmesartan medoxomil, olmesartan, amlodipine/hydrochlorothiazide/valsartan, amlodipine/telmisartan, aliskiren/valsartan, azilsartan, azilsartan kamedoxomil, amlodipine/hydrochlorothiazide/olmesartan medoxomil, aspirin/dipyridamole/telmisartan, clopidogrel/telmisartan, azilsartan medoxomil/chlorthalidone, amlodipine/valsartan, hydrochlorothiazide/losartan, hydrochlorothiazide/valsartan, candesartan, candesartan cilexetil, olmesartan medoxomil, irbesartan, losartan potassium, telmisartan, eprosartan, candesartan cilexetil/hydrochlorothiazide, hydrochlorothiazide/irbesartan, eprosartan/hydrochlorothiazide, hydrochlorothiazide/telmisartan, hydrochlorothiazide/olmesartan medoxomil, valsartan	
NR_077058	 	AHCTF1P1	AT-hook containing transcription factor 1 pseudogene 1	Other	other	 	
NM_006621	D	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
NM_001242674	D	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
NM_001242675	D	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
NM_001242676	D	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
NM_001242673	D	AHCYL1	adenosylhomocysteinase like 1	Cytoplasm	enzyme	 	
NM_015328	D	AHCYL2	adenosylhomocysteinase like 2	Other	enzyme	 	
NM_001130720	D	AHCYL2	adenosylhomocysteinase like 2	Other	enzyme	 	
NM_017651	D	AHI1	Abelson helper integration site 1	Cytoplasm	other	 	
NM_001134830	D	AHI1	Abelson helper integration site 1	Cytoplasm	other	 	
NM_001134831	D	AHI1	Abelson helper integration site 1	Cytoplasm	other	 	
NM_024060	 	AHNAK	AHNAK nucleoprotein	Nucleus	other	 	
NM_022831	 	AIDA	axin interactor, dorsalization associated	Cytoplasm	other	 	
NM_001185095	D	AIF1L	allograft inflammatory factor 1-like	Plasma Membrane	other	 	
NM_001185096	D	AIF1L	allograft inflammatory factor 1-like	Plasma Membrane	other	 	
NM_031426	D	AIF1L	allograft inflammatory factor 1-like	Plasma Membrane	other	 	
NR_033701	D	AIF1L	allograft inflammatory factor 1-like	Plasma Membrane	other	 	
NM_016108	D	AIG1	androgen-induced 1	Other	other	 	
NM_001286588	D	AIG1	androgen-induced 1	Other	other	 	
NM_001286587	D	AIG1	androgen-induced 1	Other	other	 	
NM_001286589	D	AIG1	androgen-induced 1	Other	other	 	
NM_001624	 	AIM1	absent in melanoma 1	Extracellular Space	other	 	
NM_001039775	 	AIM1L	absent in melanoma 1-like	Extracellular Space	other	 	
NM_004833	 	AIM2	absent in melanoma 2	Cytoplasm	other	 	
NM_001302960	D	AIP	aryl hydrocarbon receptor interacting protein	Nucleus	transcription regulator	 	
NM_001302959	D	AIP	aryl hydrocarbon receptor interacting protein	Nucleus	transcription regulator	 	
NM_003977	D	AIP	aryl hydrocarbon receptor interacting protein	Nucleus	transcription regulator	 	
NM_198086	D	AJUBA	ajuba LIM protein	Nucleus	transcription regulator	 	
NM_032876	D	AJUBA	ajuba LIM protein	Nucleus	transcription regulator	 	
NM_001289097	D	AJUBA	ajuba LIM protein	Nucleus	transcription regulator	 	
NM_001318121	D	AK1	adenylate kinase 1	Cytoplasm	kinase	 	
NM_001318122	D	AK1	adenylate kinase 1	Cytoplasm	kinase	 	
NM_000476	D	AK1	adenylate kinase 1	Cytoplasm	kinase	 	
NM_174858	D	AK5	adenylate kinase 5	Cytoplasm	kinase	 	
NM_012093	D	AK5	adenylate kinase 5	Cytoplasm	kinase	 	
NM_152327	 	AK7	adenylate kinase 7	Cytoplasm	kinase	 	
NM_001145128	 	AK9	adenylate kinase 9	Nucleus	kinase	 	
NM_007202	 	AKAP10	A-kinase anchoring protein 10	Cytoplasm	other	 	
NM_006738	D	AKAP13	A-kinase anchoring protein 13	Cytoplasm	other	 	
NM_001270546	D	AKAP13	A-kinase anchoring protein 13	Cytoplasm	other	 	
NM_007200	D	AKAP13	A-kinase anchoring protein 13	Cytoplasm	other	 	
NM_005088	D	AKAP17A	A-kinase anchoring protein 17A	Nucleus	other	 	
NR_027383	D	AKAP17A	A-kinase anchoring protein 17A	Nucleus	other	 	
NM_003886	D	AKAP4	A-kinase anchoring protein 4	Cytoplasm	other	 	
NM_139289	D	AKAP4	A-kinase anchoring protein 4	Cytoplasm	other	 	
NM_004274	 	AKAP6	A-kinase anchoring protein 6	Nucleus	other	 	
NM_001136275	D	AKIRIN1	akirin 1	Cytoplasm	enzyme	 	
NM_024595	D	AKIRIN1	akirin 1	Cytoplasm	enzyme	 	
NM_001271021	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NM_001271025	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NR_073127	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NR_073126	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NR_073125	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NM_001040177	D	AKR1E2	aldo-keto reductase family 1, member E2	Cytoplasm	enzyme	 	
NM_003689	 	AKR7A2	aldo-keto reductase family 7, member A2	Cytoplasm	enzyme	 	
NM_012067	 	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	Cytoplasm	enzyme	 	
NR_040288	D	AKR7L	aldo-keto reductase family 7-like (gene/pseudogene)	Cytoplasm	enzyme	 	
NR_040289	D	AKR7L	aldo-keto reductase family 7-like (gene/pseudogene)	Cytoplasm	enzyme	 	
NM_022476	D	AKTIP	AKT interacting protein	Cytoplasm	other	 	
NM_001012398	D	AKTIP	AKT interacting protein	Cytoplasm	other	 	
NM_001308325	D	AKTIP	AKT interacting protein	Cytoplasm	other	 	
NM_000477	 	ALB	albumin	Extracellular Space	transporter	aldoxorubicin	
NM_000689	 	ALDH1A1	aldehyde dehydrogenase 1 family member A1	Cytoplasm	enzyme	disulfiram, chlorpropamide	
NM_001135168	D	ALDH3A1	aldehyde dehydrogenase 3 family member A1	Cytoplasm	enzyme	 	
NM_000691	D	ALDH3A1	aldehyde dehydrogenase 3 family member A1	Cytoplasm	enzyme	 	
NM_001135167	D	ALDH3A1	aldehyde dehydrogenase 3 family member A1	Cytoplasm	enzyme	 	
NM_000382	D	ALDH3A2	aldehyde dehydrogenase 3 family member A2	Cytoplasm	enzyme	 	
NM_001031806	D	ALDH3A2	aldehyde dehydrogenase 3 family member A2	Cytoplasm	enzyme	 	
NM_001290059	D	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Cytoplasm	enzyme	 	
NM_001290058	D	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Cytoplasm	enzyme	 	
NM_001161473	D	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Cytoplasm	enzyme	 	
NM_000694	D	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Cytoplasm	enzyme	 	
NM_001030010	D	ALDH3B1	aldehyde dehydrogenase 3 family member B1	Cytoplasm	enzyme	 	
NM_000695	D	ALDH3B2	aldehyde dehydrogenase 3 family member B2	Other	enzyme	 	
NM_001031615	D	ALDH3B2	aldehyde dehydrogenase 3 family member B2	Other	enzyme	 	
NM_170726	D	ALDH4A1	aldehyde dehydrogenase 4 family member A1	Cytoplasm	enzyme	 	
NM_003748	D	ALDH4A1	aldehyde dehydrogenase 4 family member A1	Cytoplasm	enzyme	 	
NM_001161504	D	ALDH4A1	aldehyde dehydrogenase 4 family member A1	Cytoplasm	enzyme	 	
NM_000696	 	ALDH9A1	aldehyde dehydrogenase 9 family member A1	Cytoplasm	enzyme	 	
NM_000035	 	ALDOB	aldolase, fructose-bisphosphate B	Cytoplasm	enzyme	 	
NM_144988	D	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit	Cytoplasm	enzyme	 	
NM_001305242	D	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit	Cytoplasm	enzyme	 	
NR_131032	D	ALG14	ALG14, UDP-N-acetylglucosaminyltransferase subunit	Cytoplasm	enzyme	 	
NM_017758	 	ALKBH5	alkB homolog 5, RNA demethylase	Nucleus	enzyme	 	
NM_032306	 	ALKBH7	alkB homolog 7	Cytoplasm	other	 	
NM_015120	 	ALMS1	ALMS1, centrosome and basal body associated protein	Cytoplasm	other	 	
NR_046762	 	ALMS1-IT1	ALMS1 intronic transcript 1	Other	other	 	
NM_000698	D	ALOX5	arachidonate 5-lipoxygenase	Cytoplasm	enzyme	TA 270, benoxaprofen, diclofenac/omeprazole, diclofenac/misoprostol, diclofenac, diethylcarbamazine, meclofenamic acid, zileuton, sulfasalazine, balsalazide, mesalamine, masoprocol	
NM_001256153	D	ALOX5	arachidonate 5-lipoxygenase	Cytoplasm	enzyme	TA 270, benoxaprofen, diclofenac/omeprazole, diclofenac/misoprostol, diclofenac, diethylcarbamazine, meclofenamic acid, zileuton, sulfasalazine, balsalazide, mesalamine, masoprocol	
NM_001256154	D	ALOX5	arachidonate 5-lipoxygenase	Cytoplasm	enzyme	TA 270, benoxaprofen, diclofenac/omeprazole, diclofenac/misoprostol, diclofenac, diethylcarbamazine, meclofenamic acid, zileuton, sulfasalazine, balsalazide, mesalamine, masoprocol	
NM_001102406	D	ALPK1	alpha kinase 1	Other	kinase	 	
NM_001253884	D	ALPK1	alpha kinase 1	Other	kinase	 	
NM_025144	D	ALPK1	alpha kinase 1	Other	kinase	 	
NM_052947	 	ALPK2	alpha kinase 2	Nucleus	kinase	 	
NM_152525	D	ALS2CR11	amyotrophic lateral sclerosis 2 chromosome region candidate 11	Other	other	 	
NM_001168221	D	ALS2CR11	amyotrophic lateral sclerosis 2 chromosome region candidate 11	Other	other	 	
NM_001168217	D	ALS2CR11	amyotrophic lateral sclerosis 2 chromosome region candidate 11	Other	other	 	
NM_001168216	D	ALS2CR11	amyotrophic lateral sclerosis 2 chromosome region candidate 11	Other	other	 	
NM_001289993	D	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12	Cytoplasm	other	 	
NM_001127391	D	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12	Cytoplasm	other	 	
NR_110620	D	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12	Cytoplasm	other	 	
NM_139163	D	ALS2CR12	amyotrophic lateral sclerosis 2 chromosome region candidate 12	Cytoplasm	other	 	
NM_006492	 	ALX3	ALX homeobox 3	Nucleus	transcription regulator	 	
NM_021926	 	ALX4	ALX homeobox 4	Nucleus	transcription regulator	 	
NM_001300731	D	AMBRA1	autophagy/beclin-1 regulator 1	Cytoplasm	other	 	
NM_001267783	D	AMBRA1	autophagy/beclin-1 regulator 1	Cytoplasm	other	 	
NM_001267782	D	AMBRA1	autophagy/beclin-1 regulator 1	Cytoplasm	other	 	
NM_017749	D	AMBRA1	autophagy/beclin-1 regulator 1	Cytoplasm	other	 	
NM_001164690	D	AMHR2	anti-Mullerian hormone receptor type II	Plasma Membrane	kinase	 	
NM_020547	D	AMHR2	anti-Mullerian hormone receptor type II	Plasma Membrane	kinase	 	
NM_001164691	D	AMHR2	anti-Mullerian hormone receptor type II	Plasma Membrane	kinase	 	
NM_020703	 	AMIGO1	adhesion molecule with Ig-like domain 1	Plasma Membrane	other	 	
NM_001199140	D	AMMECR1L	AMMECR1 like	Other	other	 	
NM_031445	D	AMMECR1L	AMMECR1 like	Other	other	 	
NM_016201	D	AMOTL2	angiomotin like 2	Plasma Membrane	other	 	
NM_001278683	D	AMOTL2	angiomotin like 2	Plasma Membrane	other	 	
NM_001278685	D	AMOTL2	angiomotin like 2	Plasma Membrane	other	 	
NM_001635	D	AMPH	amphiphysin	Plasma Membrane	other	 	
NM_139316	D	AMPH	amphiphysin	Plasma Membrane	other	 	
NM_001033571	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001033570	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001033572	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001033574	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001033569	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001289054	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_016627	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001289056	D	AMZ2	archaelysin family metallopeptidase 2	Other	other	 	
NM_001318367	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256709	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256708	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256707	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256706	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NR_046345	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256712	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256710	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001256711	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_014885	D	ANAPC10	anaphase promoting complex subunit 10	Nucleus	other	 	
NM_001242375	D	ANAPC13	anaphase promoting complex subunit 13	Nucleus	other	 	
NM_001242374	D	ANAPC13	anaphase promoting complex subunit 13	Nucleus	other	 	
NM_015391	D	ANAPC13	anaphase promoting complex subunit 13	Nucleus	other	 	
NM_014042	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278485	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278488	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278486	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278494	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278491	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278490	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278493	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278487	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278489	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001278492	D	ANAPC15	anaphase promoting complex subunit 15	Other	other	 	
NM_001242546	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NM_001242547	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NM_173473	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NR_038391	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NR_038392	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NM_001242548	D	ANAPC16	anaphase promoting complex subunit 16	Nucleus	other	 	
NM_013366	 	ANAPC2	anaphase promoting complex subunit 2	Nucleus	other	 	
NM_001137664	D	ANAPC7	anaphase promoting complex subunit 7	Nucleus	other	 	
NM_016238	D	ANAPC7	anaphase promoting complex subunit 7	Nucleus	other	 	
NM_015305	 	ANGEL1	angel homolog 1 (Drosophila)	Extracellular Space	other	 	
NM_001300753	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NM_001300757	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NM_001300755	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NM_001300758	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NR_125333	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NM_144567	D	ANGEL2	angel homolog 2 (Drosophila)	Nucleus	other	 	
NM_001146	D	ANGPT1	angiopoietin 1	Extracellular Space	growth factor	trebananib	
NM_001199859	D	ANGPT1	angiopoietin 1	Extracellular Space	growth factor	trebananib	
NM_015985	 	ANGPT4	angiopoietin 4	Extracellular Space	growth factor	 	
NM_012098	 	ANGPTL2	angiopoietin like 2	Extracellular Space	other	 	
NM_031917	 	ANGPTL6	angiopoietin like 6	Extracellular Space	other	 	
NM_001191054	 	ANHX	anomalous homeobox	Other	other	 	
NM_000037	D	ANK1	ankyrin 1	Plasma Membrane	other	 	
NM_020476	D	ANK1	ankyrin 1	Plasma Membrane	other	 	
NM_020477	D	ANK1	ankyrin 1	Plasma Membrane	other	 	
NM_020475	D	ANK1	ankyrin 1	Plasma Membrane	other	 	
NM_001142446	D	ANK1	ankyrin 1	Plasma Membrane	other	 	
NM_001148	D	ANK2	ankyrin 2, neuronal	Plasma Membrane	other	 	
NM_001127493	D	ANK2	ankyrin 2, neuronal	Plasma Membrane	other	 	
NM_020977	D	ANK2	ankyrin 2, neuronal	Plasma Membrane	other	 	
